senator_id,name,full_name,birthdate,gender,race_ethnicity,committee_roles,religion,jewish_heritage,education
Jeff_Merkley_OR,Jeff Merkley,Jeff Merkley,10/24/56,Male,White,"Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Commerce, Justice, Science, and Related Agencies|Energy and Water Development|Department of Interior, Environment, and Related Agencies (Ranking Member)|Departments of Labor, Health and Human Services, and Education, and Related Agencies|State, Foreign Operations, and Related Programs|Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight (Ranking Member)|Clean Air, Climate, and Nuclear Innovation and Safety|Transportation and Infrastructure|Senate Committee on Foreign Relations|Africa and Global Health Policy|East Asia, the Pacific, and International Cybersecurity Policy|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues|Senate Committee on Rules and Administration|Senate Committee on the Budget (Ranking Member)|Joint Committee on Printing",Lutheran,FALSE,"[{""degree"": ""BA"", ""institution"": ""stanford university"", ""year"": null}, {""degree"": null, ""institution"": ""princeton university"", ""year"": null}]"
Jerry_Moran_KS,Jerry Moran,Jerry Moran,5/29/54,Male,White,"Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Rural Development, Energy, and Credit|Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Commerce, Justice, Science, and Related Agencies (Chairman)|Department of Defense|Departments of Labor, Health and Human Services, and Education, and Related Agencies|State, Foreign Operations, and Related Programs|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation (Chairman)|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Senate Committee on Indian Affairs|Senate Committee on Veterans' Affairs (Chairman)|Senate Select Committee on Intelligence",Protestant unspecified,FALSE,"[{""degree"": null, ""institution"": ""fort hays state university"", ""year"": null}, {""degree"": ""BS"", ""institution"": ""university kansas"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university kansas"", ""year"": null}]"
Jim_Banks_IN,Jim Banks,Jim Banks,7/16/79,Male,White,"Senate Committee on Armed Services|Personnel|Seapower|Strategic Forces|Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|National Security and International Trade and Finance|Securities, Insurance, and Investment|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Employment and Workplace Safety|Primary Health and Retirement Security|Senate Committee on Veterans' Affairs",Protestant unspecified,FALSE,"[{""degree"": ""BA"", ""institution"": ""indiana university bloomington"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""grace college seminary"", ""year"": null}]"
Jim_Justice_WV,Jim Justice,Jim Justice,4/27/51,Male,White,"Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology|Food and Nutrition, Specialty Crops, Organics, and Research|Livestock, Dairy, Poultry, and Food Safety|Senate Committee on Energy and Natural Resources|Energy|Public Lands, Forests, and Mining|Water and Power|Senate Committee on Small Business and Entrepreneurship|Senate Special Committee on Aging",Baptist,FALSE,"[{""degree"": null, ""institution"": ""university tennessee"", ""year"": null}, {""degree"": ""BA"", ""institution"": ""marshall university"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""marshall university"", ""year"": null}]"
Jim_Risch_ID,Jim Risch,Jim Risch,5/3/43,Male,White,"Senate Committee on Energy and Natural Resources|Energy|Public Lands, Forests, and Mining|Water and Power|Senate Committee on Foreign Relations (Chairman)|Africa and Global Health Policy (Ex Officio)|East Asia, the Pacific, and International Cybersecurity Policy (Ex Officio)|Europe and Regional Security Cooperation (Ex Officio)|Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy (Ex Officio)|Near East, South Asia, Central Asia, and Counterterrorism (Ex Officio)|State Department and USAID Management, International Operations, and Bilateral International Development (Ex Officio)|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues (Ex Officio)|Senate Committee on Small Business and Entrepreneurship|Senate Select Committee on Ethics|Senate Select Committee on Intelligence|United States Senate Caucus on International Narcotics Control",Catholic,FALSE,"[{""degree"": null, ""institution"": ""university wisconsin milwaukee"", ""year"": null}, {""degree"": ""BS"", ""institution"": ""university idaho"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university idaho"", ""year"": null}]"
John_Barrasso_WY,John Barrasso,John Barrasso,7/21/52,Male,White,"Senate Committee on Energy and Natural Resources|Energy|National Parks|Public Lands, Forests, and Mining (Chairman)|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|Health Care|Taxation and IRS Oversight (Chairman)|Senate Committee on Foreign Relations|Africa and Global Health Policy|Europe and Regional Security Cooperation|Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy|State Department and USAID Management, International Operations, and Bilateral International Development",Presbyterian,FALSE,"[{""degree"": null, ""institution"": ""rensselaer polytechnic institute"", ""year"": null}, {""degree"": ""BS"", ""institution"": ""georgetown university"", ""year"": null}, {""degree"": ""MD"", ""institution"": ""georgetown university"", ""year"": null}]"
John_Boozman_AR,John Boozman,John Boozman,12/10/50,Male,White,"Senate Committee on Agriculture, Nutrition, and Forestry (Chairman)|Commodities, Derivatives, Risk Management, and Trade (Ex Officio)|Conservation, Forestry, Natural Resources, and Biotechnology (Ex Officio)|Food and Nutrition, Specialty Crops, Organics, and Research (Ex Officio)|Livestock, Dairy, Poultry, and Food Safety (Ex Officio)|Rural Development, Energy, and Credit (Ex Officio)|Senate Committee on Appropriations|Department of Defense|Financial Services and General Government|Departments of Labor, Health and Human Services, and Education, and Related Agencies|Military Construction, Veterans Affairs, and Related Agencies (Chairman)|State, Foreign Operations, and Related Programs|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Environment and Public Works|Clean Air, Climate, and Nuclear Innovation and Safety|Fisheries, Wildlife, and Water|Transportation and Infrastructure|Senate Committee on Rules and Administration|Senate Committee on Veterans' Affairs|Commission on Security and Cooperation in Europe",Baptist,FALSE,"[{""degree"": null, ""institution"": ""university arkansas"", ""year"": null}, {""degree"": null, ""institution"": ""southern college optometry"", ""year"": null}]"
John_Cornyn_TX,John Cornyn,John Cornyn,2/2/52,Male,White,"Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|International Trade, Customs, and Global Competitiveness (Chairman)|Taxation and IRS Oversight|Senate Committee on Foreign Relations|Africa and Global Health Policy|East Asia, the Pacific, and International Cybersecurity Policy|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues|Senate Committee on the Budget|Senate Committee on the Judiciary|Crime and Counterterrorism|Border Security and Immigration (Chairman)|Privacy, Technology, and the Law|the Constitution|Joint Committee on Taxation|Senate Select Committee on Intelligence|United States Senate Caucus on International Narcotics Control (Chairman)",Nondenominational,FALSE,"[{""degree"": ""BA"", ""institution"": ""trinity university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""st mary's university"", ""year"": null}, {""degree"": null, ""institution"": ""university virginia"", ""year"": null}]"
John_Curtis_UT,John Curtis,John Curtis,5/10/60,Male,White,"Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Coast Guard, Maritime, and Fisheries|Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight (Chairman)|Clean Air, Climate, and Nuclear Innovation and Safety|Transportation and Infrastructure|Senate Committee on Foreign Relations|East Asia, the Pacific, and International Cybersecurity Policy|Europe and Regional Security Cooperation|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues (Chairman)|Senate Committee on Small Business and Entrepreneurship",Mormon,FALSE,"[{""degree"": ""BS"", ""institution"": ""brigham young university"", ""year"": null}]"
John_Fetterman_PA,John Fetterman,John Fetterman,8/15/69,Male,White,"Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Food and Nutrition, Specialty Crops, Organics, and Research|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations|Border Management, Federal Workforce, and Regulatory Affairs (Ranking Member)|Commission on Security and Cooperation in Europe",Don't know/refused,FALSE,"[{""degree"": ""BA"", ""institution"": ""albright college"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""university connecticut"", ""year"": null}, {""degree"": null, ""institution"": ""harvard universitympp"", ""year"": null}]"
John_Hickenlooper_CO,John Hickenlooper,John Hickenlooper,2/7/52,Male,White,"Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy (Ranking Member)|Science, Manufacturing, and Competitiveness|Senate Committee on Energy and Natural Resources|Energy|Public Lands, Forests, and Mining|Water and Power|Senate Committee on Health, Education, Labor, and Pensions|Employment and Workplace Safety (Ranking Member)|Primary Health and Retirement Security|Senate Committee on Small Business and Entrepreneurship",Episcopalian,FALSE,"[{""degree"": ""BA"", ""institution"": ""wesleyan university"", ""year"": null}, {""degree"": ""MS"", ""institution"": ""wesleyan university"", ""year"": null}]"
John_Hoeven_ND,John Hoeven,John Hoeven,3/13/57,Male,White,"Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology|Food and Nutrition, Specialty Crops, Organics, and Research|Livestock, Dairy, Poultry, and Food Safety (Chairman)|Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Chairman)|Department of Defense|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Military Construction, Veterans Affairs, and Related Agencies|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Energy and Natural Resources|Energy|Water and Power (Chairman)|Senate Committee on Indian Affairs",Catholic,FALSE,"[{""degree"": ""BA"", ""institution"": ""dartmouth college"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""northwestern university"", ""year"": null}]"
John_Kennedy_LA,John Kennedy,John F. Kennedy,5/29/17,Male,White,"Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Department of Defense|Energy and Water Development (Chairman)|Department of Homeland Security|Departments of Labor, Health and Human Services, and Education, and Related Agencies|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy (Chairman)|Financial Institutions and Consumer Protection|Securities, Insurance, and Investment|Senate Committee on the Budget|Senate Committee on the Judiciary|Federal Courts, Oversight, Agency Action, and Federal Rights|Border Security and Immigration|Privacy, Technology, and the Law|the Constitution",Methodist,FALSE,"[{""degree"": null, ""institution"": ""harvard university"", ""year"": null}]"
John_Thune_SD,John Thune,John Thune,1/7/61,Male,White,"Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Conservation, Forestry, Natural Resources, and Biotechnology|Livestock, Dairy, Poultry, and Food Safety|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Surface Transportation, Freight, Pipelines, and Safety|Senate Committee on Finance|Health Care|International Trade, Customs, and Global Competitiveness|Taxation and IRS Oversight|Senate Select Committee on Intelligence (Ex Officio)",Protestant unspecified,FALSE,"[{""degree"": ""BA"", ""institution"": ""biola university"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""university south dakota"", ""year"": null}]"
Jon_Husted_OH,Jon Husted,Jon Husted,8/25/67,Male,White,"Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight|Clean Air, Climate, and Nuclear Innovation and Safety|Fisheries, Wildlife, and Water|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Employment and Workplace Safety|Primary Health and Retirement Security|Senate Committee on Small Business and Entrepreneurship|Senate Special Committee on Aging",,FALSE,"[{""degree"": ""BA"", ""institution"": ""university dayton"", ""year"": null}, {""degree"": ""MA"", ""institution"": ""university dayton"", ""year"": null}]"
Jon_Ossoff_GA,Jon Ossoff,Jon Ossoff,2/16/87,Male,White,"Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Legislative Branch|Military Construction, Veterans Affairs, and Related Agencies (Ranking Member)|Senate Committee on Rules and Administration|Senate Select Committee on Intelligence",Jewish,TRUE,"[{""degree"": ""BS"", ""institution"": ""georgetown university"", ""year"": null}, {""degree"": ""MS"", ""institution"": ""london school economics"", ""year"": null}]"
Joni_Ernst_IA,Joni Ernst,Joni Ernst,7/1/70,Female,White,"Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology|Livestock, Dairy, Poultry, and Food Safety|Rural Development, Energy, and Credit (Chairman)|Senate Committee on Armed Services|Cybersecurity|Emerging Threats and Capabilities (Chairman)|Personnel|Senate Committee on Homeland Security and Governmental Affairs|Disaster Management, District of Columbia, and Census|Border Management, Federal Workforce, and Regulatory Affairs|Senate Committee on Small Business and Entrepreneurship (Chairman)",Lutheran,FALSE,"[{""degree"": ""BA"", ""institution"": ""iowa state university"", ""year"": null}, {""degree"": null, ""institution"": ""columbus state universitympa"", ""year"": null}]"
Josh_Hawley_MO,Josh Hawley,Josh Hawley,12/31/79,Male,White,"Senate Committee on Health, Education, Labor, and Pensions|Employment and Workplace Safety|Primary Health and Retirement Security|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations|Disaster Management, District of Columbia, and Census (Chairman)|Senate Committee on Small Business and Entrepreneurship|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights|Crime and Counterterrorism (Chairman)|Privacy, Technology, and the Law|the Constitution",Protestant unspecified,FALSE,"[{""degree"": ""BA"", ""institution"": ""stanford university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""yale university"", ""year"": null}]"
Katie_Britt_AL,Katie Britt,Katie Britt,2/2/82,Female,White,"Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Energy and Water Development|Department of Homeland Security (Chairman)|Departments of Labor, Health and Human Services, and Education, and Related Agencies|State, Foreign Operations, and Related Programs|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Housing, Transportation, and Community Development (Chairman)|Securities, Insurance, and Investment|Senate Committee on Rules and Administration|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights|Crime and Counterterrorism|Border Security and Immigration|Intellectual Property|Commission on Security and Cooperation in Europe",Methodist,FALSE,"[{""degree"": ""BS"", ""institution"": ""university alabama"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university alabama"", ""year"": null}]"
Kevin_Cramer_ND,Kevin Cramer,Kevin Cramer,1/21/61,Male,White,"Senate Committee on Armed Services|Airland (Chairman)|Emerging Threats and Capabilities|Readiness and Management Support|Strategic Forces|Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Housing, Transportation, and Community Development|Securities, Insurance, and Investment|Senate Committee on Environment and Public Works|Clean Air, Climate, and Nuclear Innovation and Safety|Fisheries, Wildlife, and Water|Transportation and Infrastructure (Chairman)|Senate Committee on Veterans' Affairs",Protestant unspecified,FALSE,"[{""degree"": ""BA"", ""institution"": ""concordia college"", ""year"": null}, {""degree"": ""MA"", ""institution"": ""university mary"", ""year"": null}]"
Kirsten_Gillibrand_NY,Kirsten Gillibrand,Kirsten Gillibrand,12/9/66,Female,White,"Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Commerce, Justice, Science, and Related Agencies|Department of Interior, Environment, and Related Agencies|Military Construction, Veterans Affairs, and Related Agencies|Transportation, Housing and Urban Development, and Related Agencies (Ranking Member)|Senate Committee on Armed Services|Cybersecurity|Emerging Threats and Capabilities|Strategic Forces|Senate Select Committee on Intelligence|Senate Special Committee on Aging (Ranking Member)",Catholic,FALSE,"[{""degree"": ""BA"", ""institution"": ""dartmouth college"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university california los angeles"", ""year"": null}]"
Lindsey_Graham_SC,Lindsey Graham,Lindsey Graham,7/9/55,Male,White,"Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Department of Defense|Energy and Water Development|Departments of Labor, Health and Human Services, and Education, and Related Agencies|State, Foreign Operations, and Related Programs (Chairman)|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight|Clean Air, Climate, and Nuclear Innovation and Safety|Transportation and Infrastructure|Senate Committee on the Budget (Chairman)|Senate Committee on the Judiciary|Crime and Counterterrorism|Federal Courts, Oversight, Agency Action, and Federal Rights|Border Security and Immigration|Privacy, Technology, and the Law",Baptist,FALSE,"[{""degree"": ""BA"", ""institution"": ""university south carolina"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university south carolina"", ""year"": null}]"
Lisa_Blunt_Rochester_DE,Lisa Blunt Rochester,Lisa Blunt Rochester,2/10/62,Female,Black,"Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|Housing, Transportation, and Community Development|Securities, Insurance, and Investment|Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Coast Guard, Maritime, and Fisheries (Ranking Member)|Science, Manufacturing, and Competitiveness|Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight|Clean Air, Climate, and Nuclear Innovation and Safety|Transportation and Infrastructure|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family (Ranking Member)|Primary Health and Retirement Security",Protestant unspecified,FALSE,"[{""degree"": null, ""institution"": ""villanova university"", ""year"": null}, {""degree"": ""BA"", ""institution"": ""fairleigh dickinson university"", ""year"": null}, {""degree"": ""MA"", ""institution"": ""university delaware"", ""year"": null}]"
Lisa_Murkowski_AK,Lisa Murkowski,Lisa Murkowski,5/22/57,Female,White,"Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Department of Defense|Energy and Water Development|Department of Homeland Security|Department of Interior, Environment, and Related Agencies (Chairman)|Military Construction, Veterans Affairs, and Related Agencies|Senate Committee on Energy and Natural Resources|National Parks|Public Lands, Forests, and Mining|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Primary Health and Retirement Security|Senate Committee on Indian Affairs (Chairman)",Catholic,FALSE,"[{""degree"": ""BA"", ""institution"": ""georgetown university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""willamette university"", ""year"": null}]"
Maggie_Hassan_NH,Maggie Hassan,Maggie Hassan,2/27/58,Female,White,"Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|Health Care (Ranking Member)|Taxation and IRS Oversight|Senate Committee on Health, Education, Labor, and Pensions|Employment and Workplace Safety|Primary Health and Retirement Security|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations|Border Management, Federal Workforce, and Regulatory Affairs|Senate Committee on Veterans' Affairs|Joint Economic Committee (Ranking Member)",Congregationalist,FALSE,"[{""degree"": ""BA"", ""institution"": ""brown university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""northeastern university"", ""year"": null}]"
Maria_Cantwell_WA,Maria Cantwell,Maria Cantwell,10/13/58,Female,White,"Senate Committee on Commerce, Science, and Transportation (Ranking Member)|Aviation, Space, and Innovation (Ex Officio)|Telecommunications and Media (Ex Officio)|Consumer Protection, Technology, and Data Privacy (Ex Officio)|Coast Guard, Maritime, and Fisheries (Ex Officio)|Science, Manufacturing, and Competitiveness (Ex Officio)|Surface Transportation, Freight, Pipelines, and Safety (Ex Officio)|Senate Committee on Energy and Natural Resources|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure (Ranking Member)|Senate Committee on Indian Affairs|Senate Committee on Small Business and Entrepreneurship|Joint Committee on Taxation",Catholic,FALSE,"[{""degree"": ""BA"", ""institution"": ""miami university"", ""year"": null}]"
Mark_Kelly_AZ,Mark Kelly,Mark Kelly,2/21/64,Male,White,"Senate Committee on Armed Services|Airland (Ranking Member)|Emerging Threats and Capabilities|Strategic Forces|Senate Committee on Environment and Public Works|Clean Air, Climate, and Nuclear Innovation and Safety (Ranking Member)|Fisheries, Wildlife, and Water|Transportation and Infrastructure|Joint Economic Committee|Senate Select Committee on Intelligence|Senate Special Committee on Aging",Catholic,FALSE,"[{""degree"": ""BS"", ""institution"": ""united states merchant marine academy"", ""year"": null}, {""degree"": ""MS"", ""institution"": ""naval postgraduate school"", ""year"": null}]"
Mark_Warner_VA,Mark Warner,Mark Warner,12/15/54,Male,White,"Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Securities, Insurance, and Investment (Ranking Member)|Senate Committee on Finance|Health Care|International Trade, Customs, and Global Competitiveness|Taxation and IRS Oversight|Senate Committee on Rules and Administration|Senate Committee on the Budget|Senate Select Committee on Intelligence (Vice Chairman)|Digital Assets",Presbyterian,FALSE,"[{""degree"": ""BA"", ""institution"": ""george washington university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""harvard university"", ""year"": null}]"
Marsha_Blackburn_TN,Marsha Blackburn,Marsha Blackburn,6/6/52,Female,White,"Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy (Chairman)|Science, Manufacturing, and Competitiveness|Senate Committee on Finance|Health Care|Social Security, Pensions, and Family Policy|Taxation and IRS Oversight|Senate Committee on the Judiciary|Crime and Counterterrorism|Intellectual Property|Privacy, Technology, and the Law (Chairman)|the Constitution|Senate Committee on Veterans' Affairs|Joint Economic Committee",Presbyterian,FALSE,"[{""degree"": ""BS"", ""institution"": ""mississippi state university"", ""year"": null}]"
Martin_Heinrich_NM,Martin Heinrich,Martin Heinrich,10/17/71,Male,White,"Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Legislative Branch (Ranking Member)|Military Construction, Veterans Affairs, and Related Agencies|Senate Committee on Energy and Natural Resources (Ranking Member)|Energy (Ex Officio)|National Parks (Ex Officio)|Public Lands, Forests, and Mining (Ex Officio)|Water and Power (Ex Officio)|Joint Economic Committee|Senate Select Committee on Intelligence",Lutheran,FALSE,"[{""degree"": ""BS"", ""institution"": ""university missouri"", ""year"": null}, {""degree"": null, ""institution"": ""university new mexico"", ""year"": null}]"
Mazie_Hirono_HI,Mazie Hirono,Mazie Hirono,11/3/47,Female,Asian American,"Senate Committee on Armed Services|Personnel|Readiness and Management Support (Ranking Member)|Seapower|Senate Committee on Energy and Natural Resources|Energy|National Parks|Public Lands, Forests, and Mining|Senate Committee on Small Business and Entrepreneurship|Senate Committee on the Judiciary|Federal Courts, Oversight, Agency Action, and Federal Rights|Border Security and Immigration|Intellectual Property|the Constitution|Senate Committee on Veterans' Affairs",Buddhist,FALSE,"[{""degree"": ""BA"", ""institution"": ""university hawai\u02bbi m\u0101noa"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""georgetown university"", ""year"": null}]"
Michael_Bennet_CO,Michael Bennet,Michael Bennet,11/28/64,Male,White,"Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology (Ranking Member)|Rural Development, Energy, and Credit|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|International Trade, Customs, and Global Competitiveness|Taxation and IRS Oversight (Ranking Member)|Senate Committee on Rules and Administration|Senate Select Committee on Intelligence",Don't know/refused,TRUE,"[{""degree"": ""BA"", ""institution"": ""wesleyan university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""yale university"", ""year"": null}]"
Mike_Crapo_ID,Mike Crapo,Mike Crapo,5/20/51,Male,White,"Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Housing, Transportation, and Community Development|Securities, Insurance, and Investment|Senate Committee on Finance (Chairman)|Energy, Natural Resources, and Infrastructure (Ex Officio)|Fiscal Responsibility and Economic Growth (Ex Officio)|Health Care (Ex Officio)|International Trade, Customs, and Global Competitiveness (Ex Officio)|Social Security, Pensions, and Family Policy (Ex Officio)|Taxation and IRS Oversight (Ex Officio)|Senate Committee on the Budget|Joint Committee on Taxation (Chairman)",Mormon,FALSE,"[{""degree"": ""BA"", ""institution"": ""brigham young university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""harvard university"", ""year"": null}]"
Mike_Lee_UT,Mike Lee,Mike Lee,6/4/71,Male,White,"Senate Committee on Energy and Natural Resources (Chairman)|Energy (Ex Officio)|National Parks (Ex Officio)|Public Lands, Forests, and Mining (Ex Officio)|Water and Power (Ex Officio)|Senate Committee on Foreign Relations|East Asia, the Pacific, and International Cybersecurity Policy|Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy (Chairman)|Near East, South Asia, Central Asia, and Counterterrorism|Senate Committee on the Budget|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights (Chairman)|Federal Courts, Oversight, Agency Action, and Federal Rights|Intellectual Property|the Constitution",Mormon,FALSE,"[{""degree"": ""BA"", ""institution"": ""brigham young university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""brigham young university"", ""year"": null}]"
Mike_Rounds_SD,Mike Rounds,Mike Rounds,10/24/54,Male,White,"Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Departments of Labor, Health and Human Services, and Education, and Related Agencies|Legislative Branch|Military Construction, Veterans Affairs, and Related Agencies|Senate Committee on Armed Services|Cybersecurity (Chairman)|Emerging Threats and Capabilities|Strategic Forces|Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|Housing, Transportation, and Community Development|Securities, Insurance, and Investment (Chairman)|Senate Committee on Indian Affairs|Senate Select Committee on Intelligence|Commission on Security and Cooperation in Europe",Catholic,FALSE,"[{""degree"": ""BS"", ""institution"": ""south dakota state university"", ""year"": null}]"
Mitch_McConnell_KY,Mitch McConnell,Mitch McConnell,2/20/42,Male,White,"Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Food and Nutrition, Specialty Crops, Organics, and Research (Chairman)|Rural Development, Energy, and Credit|Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Department of Defense (Chairman)|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Military Construction, Veterans Affairs, and Related Agencies|State, Foreign Operations, and Related Programs|Senate Committee on Rules and Administration (Chairman)|Joint Committee on Printing (Chairman)|Joint Committee of Congress on the Library (Vice Chairman)",Baptist,FALSE,"[{""degree"": ""BA"", ""institution"": ""university louisville"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university kentucky"", ""year"": null}]"
Patty_Murray_WA,Patty Murray,Patty Murray,10/11/50,Female,White,"Senate Committee on Appropriations (Ranking Member)|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Ex Officio)|Commerce, Justice, Science, and Related Agencies (Ex Officio)|Department of Defense|Energy and Water Development (Ranking Member)|Financial Services and General Government (Ex Officio)|Department of Homeland Security|Department of Interior, Environment, and Related Agencies (Ex Officio)|Departments of Labor, Health and Human Services, and Education, and Related Agencies|Legislative Branch (Ex Officio)|Military Construction, Veterans Affairs, and Related Agencies|State, Foreign Operations, and Related Programs (Ex Officio)|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Primary Health and Retirement Security|Senate Committee on the Budget|Senate Committee on Veterans' Affairs",Catholic,FALSE,"[{""degree"": ""BA"", ""institution"": ""washington state university"", ""year"": null}]"
